circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHEVELLA,NON-DOMESTIC AND COMMERCIAL,2,5,5,2272,73
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHEVELLA,GENERAL PURPOSE,7,3,3,241,11
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,CHINNARAVULAPALLY,DOMESTIC,1,1,1,168,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,D ERRAVELLY,DOMESTIC,1,1,1,177,2
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,D ERRAVELLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EARLA PALLY,DOMESTIC,1,1,1,243,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EARLA PALLY,INDUSTRIAL,3,1,1,1698,58.31
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GOLLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,615,14
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GUNDAL,DOMESTIC,1,2,2,667,8
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,IBRAHIMPALLY,DOMESTIC,1,1,1,70,1.52
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,IBRAHIMPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,8
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KAMMETTA,DOMESTIC,1,1,1,423,5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KANDAWADA,DOMESTIC,1,1,1,382,4
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KANDAWADA,NON-DOMESTIC AND COMMERCIAL,2,2,2,2669,63
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KESARAM(C),DOMESTIC,1,1,1,348,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KESARAM(C),NON-DOMESTIC AND COMMERCIAL,2,1,1,203,50
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOTHA PALLY,DOMESTIC,1,1,1,263,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOWKUNTLA,DOMESTIC,1,2,2,316,11
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MALKAPOOR,NON-DOMESTIC AND COMMERCIAL,2,1,1,679,10
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MUDMIYAL,DOMESTIC,1,2,2,306,9
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MUDMIYAL,NON-DOMESTIC AND COMMERCIAL,2,4,4,1870,57
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PAMEENA,DOMESTIC,1,1,1,0,30
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PAMEENA,NON-DOMESTIC AND COMMERCIAL,2,1,1,537,18
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,R GHANA POOR,DOMESTIC,1,1,1,151,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,TANGADPELLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,84,25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,URELLA,NON-DOMESTIC AND COMMERCIAL,2,1,1,333,9
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,URELLA,GENERAL PURPOSE,7,1,1,51,2
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHANDANVELLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,356,5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,HAITA BAD,DOMESTIC,1,1,1,0,3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KAKLOOR,NON-DOMESTIC AND COMMERCIAL,2,1,1,2275,54
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MADDUR,DOMESTIC,1,2,2,144,8
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MARYAPOOR,DOMESTIC,1,1,1,175,2
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MUDDAM GUDA,DOMESTIC,1,1,1,150,1
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAGARAO GUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,916,77
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PEDDA SOLIPET,DOMESTIC,1,1,1,359,6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SARDAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,182,7
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SHABAD,NON-DOMESTIC AND COMMERCIAL,2,2,2,351,30
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SHABAD,GENERAL PURPOSE,7,1,1,158,25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,TALLAPALLY,DOMESTIC,1,1,1,734,10
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,ALKAPUR,DOMESTIC,1,23,23,10924,178
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,ANJALI GARDEN,DOMESTIC,1,22,22,7719,119
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,ANJALI GARDEN,NON-DOMESTIC AND COMMERCIAL,2,1,1,512,6.5
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,GOLDEN TEMPLE,DOMESTIC,1,5,5,1250,29
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET,TEMPORARY SUPPLY,8,1,1,111,10
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET - I,DOMESTIC,1,48,48,17380,418
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET - I,NON-DOMESTIC AND COMMERCIAL,2,3,3,355,24
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET MARKET,DOMESTIC,1,2,2,701,10
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET MARKET,NON-DOMESTIC AND COMMERCIAL,2,1,1,712,6
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET MARKET,GENERAL PURPOSE,7,1,1,8,4
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KRISHNA GOSEVA ,DOMESTIC,1,21,21,13381,231
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,HIMAYATH NAGAR,DOMESTIC,1,41,41,18683,501
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,3,3,510,121
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,HIMAYATH NAGAR,GENERAL PURPOSE,7,1,1,2858,55
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,HIMAYATH NAGAR-I,DOMESTIC,1,1,1,432,8
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,MEDIPALLY,DOMESTIC,1,2,2,669,28
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,MOTHKAPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,14.95
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PADDA MANGALARAM,DOMESTIC,1,2,2,881,89
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PADDA MANGALARAM,NON-DOMESTIC AND COMMERCIAL,2,1,1,1012,18
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PEDDAMANGALARAM,DOMESTIC,1,1,1,448,13
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PEDDAMANGALARAM,NON-DOMESTIC AND COMMERCIAL,2,7,7,6612,139
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PEDDAMANGALARAM,GENERAL PURPOSE,7,2,2,70,16
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,QUTUBUDDIN GUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,754,60
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,REDDY PALLY,DOMESTIC,1,3,3,1053,22
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,VEERANNAPET,DOMESTIC,1,1,1,374,5
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,VEERANNAPET,NON-DOMESTIC AND COMMERCIAL,2,1,1,492,29
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KRISHNA GOSEVA ,NON-DOMESTIC AND COMMERCIAL,2,4,4,2714,70
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,MANCHIREVULA,DOMESTIC,1,101,101,45804,1143
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,MANCHIREVULA,NON-DOMESTIC AND COMMERCIAL,2,5,5,8218,254
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI,DOMESTIC,1,10,10,8621,279.9
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI,NON-DOMESTIC AND COMMERCIAL,2,5,5,4711,241
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI,INDUSTRIAL,3,1,1,3750,36.75
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI,GENERAL PURPOSE,7,2,2,4436,99
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI HEIGHTS,DOMESTIC,1,14,14,4719,71
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NARSINGI HEIGHTS,GENERAL PURPOSE,7,1,1,0,2
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NECKNAMPUR,DOMESTIC,1,5,5,3399,112
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NECKNAMPUR,NON-DOMESTIC AND COMMERCIAL,2,1,1,600,5
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NEKNAM POOR,DOMESTIC,1,24,24,8068,145
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,NEKNAM POOR,NON-DOMESTIC AND COMMERCIAL,2,2,2,2780,73.72
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,ONE MORE,DOMESTIC,1,10,10,3478,58
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,QUBA MASJID COLONY,DOMESTIC,1,1,1,249,3
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,RAMDEV GUDA,DOMESTIC,1,2,2,715,8
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,SREE NAGAR,DOMESTIC,1,84,84,43277,1032.56
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,SREE NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,1689,60
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VATTI NAGULA PALLY,DOMESTIC,1,5,5,1312,33
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VATTI NAGULA PALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,1993,52
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VATTINAGULAPALLY,DOMESTIC,1,1,1,2405,53
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VATTINAGULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,5,5,14473,248
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VATTINAGULAPALLY,GENERAL PURPOSE,7,2,2,1287,106
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VIVEKA NADA NAGAR,DOMESTIC,1,20,20,10116,222
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,VIVEKANADA NAGAR,DOMESTIC,1,7,7,637,51.5
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,YSR COLONEY,DOMESTIC,1,13,13,4886,76
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,APPA REDDY GUDA,DOMESTIC,1,2,2,392,9
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,APPA REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,263,25
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHILKUR,DOMESTIC,1,36,36,18432,537.6
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHILKUR,NON-DOMESTIC AND COMMERCIAL,2,5,5,3681,115
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHILKUR,GENERAL PURPOSE,7,5,5,4150,140
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHINA SHAPOOR,DOMESTIC,1,3,3,1149,25
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHINA SHAPOOR,NON-DOMESTIC AND COMMERCIAL,2,1,1,1189,45
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHINNA MANGLARAM,DOMESTIC,1,2,2,232,42
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,CHINNAMANGANGALARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,1663,74
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,ELKA GUDA,DOMESTIC,1,2,2,324,14
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AMDA POOR,DOMESTIC,1,2,2,506,15
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AMDA POOR,NON-DOMESTIC AND COMMERCIAL,2,1,1,397,20
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AMDA POOR,GENERAL PURPOSE,7,1,1,0,3
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AZIZ NAGAR,DOMESTIC,1,29,29,21258,950
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AZIZ NAGAR,NON-DOMESTIC AND COMMERCIAL,2,9,9,4051,301.2
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AZIZ NAGAR,GENERAL PURPOSE,7,1,1,2,2
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,BAKARAM,DOMESTIC,1,12,12,4421,117.34
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,BAKARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,260,31
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,BAKARAM,TEMPORARY SUPPLY,8,1,1,1654,40
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,CHAKLI GUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,463,8
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,ETHBARPALLY,DOMESTIC,1,5,5,923,15.73
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,ETHBARPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,133,50
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KANKAMAMIDI,DOMESTIC,1,7,7,4562,110
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KANKAMAMIDI,NON-DOMESTIC AND COMMERCIAL,2,1,1,775,10
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KANKAMAMIDI,GENERAL PURPOSE,7,1,1,0,3
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KETHI REDDY PALLY,DOMESTIC,1,5,5,1255,84
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KETHI REDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,414,5
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,MOINABAD,DOMESTIC,1,3,3,181,11
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,MOINABAD,NON-DOMESTIC AND COMMERCIAL,2,1,1,312,10.1
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,MURTHUZA GUDA,DOMESTIC,1,3,3,2570,75
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,MURTUZA GUDA,DOMESTIC,1,9,9,3463,69
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,MURTUZA GUDA,NON-DOMESTIC AND COMMERCIAL,2,3,3,1197,17
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,NAGI REDDY GUDA,DOMESTIC,1,6,6,1523,60
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,NAGI REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,3,3,1826,132
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,NAZEEB NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,1129,50
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,OLD MOINABAD,DOMESTIC,1,1,1,245,3
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SAJJAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,26
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SREE RAM NAGAR,DOMESTIC,1,4,4,1298,38
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SREE RAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,2,2,1355,22
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SREERAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,171,20
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SURANGAL,DOMESTIC,1,8,8,3482,49
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,SURANGAL,NON-DOMESTIC AND COMMERCIAL,2,3,3,2540,115
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,THOLKATTA,DOMESTIC,1,4,4,981,32
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,THOLKATTA,NON-DOMESTIC AND COMMERCIAL,2,3,3,1256,33
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,YENKA PALLY,DOMESTIC,1,2,2,184,40
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,YENKA PALLY,NON-DOMESTIC AND COMMERCIAL,2,4,4,3631,216
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,YENKA PALLY,GENERAL PURPOSE,7,1,1,1951,50
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,HANUMAN NAGAR,DOMESTIC,1,20,20,7527,123
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LAKSHMI NAGAR,DOMESTIC,1,16,16,6189,115
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LAKSHMI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,2,2,1079,85
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LALAMMA GARDEN,DOMESTIC,1,5,5,1828,27
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MANIKONDA,DOMESTIC,1,27,27,9658,196
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MKD GARDEN& WS COLONY,DOMESTIC,1,10,10,3341,50
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MKD GARDEN& WS COLONY,NON-DOMESTIC AND COMMERCIAL,2,1,1,44,2
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MKD GARDEN& WS COLONY,GENERAL PURPOSE,7,1,1,12,2
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,P P VILLAGE&OUTER RING ROAD,DOMESTIC,1,4,4,1234,27
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PANCHAVATI COLONY,DOMESTIC,1,25,25,10584,164.86
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PANCHAVATI COLONY,NON-DOMESTIC AND COMMERCIAL,2,1,1,622,10
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,DOMESTIC,1,44,44,17994,338
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,TEMPORARY SUPPLY,8,1,1,649,19
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA,DOMESTIC,1,12,12,4967,110
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA-I,DOMESTIC,1,5,5,1770,26.4
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA,DOMESTIC,1,22,22,6132,270
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,968,48
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA,GENERAL PURPOSE,7,1,1,467,15
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA-CT,DOMESTIC,1,3,3,3570,127
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPALGUDA-CT,NON-DOMESTIC AND COMMERCIAL,2,6,6,9205,259
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SAI LAKSHMI COLONEY,DOMESTIC,1,5,5,1447,25
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SECRETARIAT COLONY,DOMESTIC,1,21,21,5011,125
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,SHIVALAYAM,DOMESTIC,1,14,14,3122,78
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,TULJARAM TEMPLE ALKAPUR,DOMESTIC,1,18,18,5258,112
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,VINYAKNAGAR,DOMESTIC,1,9,9,3699,68
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,VINYAKNAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,514,10
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,BALAJI NAGAR,DOMESTIC,1,48,48,27497,465
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,GANDIPET,DOMESTIC,1,121,121,53445,1343.3
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,GANDIPET,NON-DOMESTIC AND COMMERCIAL,2,2,2,3703,78
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,GANDIPET,GENERAL PURPOSE,7,1,1,341,5
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,GREEN LANDS,DOMESTIC,1,2,2,1217,22
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,GREEN LANDS,NON-DOMESTIC AND COMMERCIAL,2,1,1,318,8
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,IBRAHIMBAGH,DOMESTIC,1,3,3,1000,9
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET,DOMESTIC,1,25,25,12147,353
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,NARSINGI,KOKAPET,NON-DOMESTIC AND COMMERCIAL,2,6,6,3961,148
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,HYD ROAD,NON-DOMESTIC AND COMMERCIAL,2,3,3,1370,35
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,HYD ROAD,GENERAL PURPOSE,7,1,1,36,5
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,KONDAKAL,DOMESTIC,1,22,22,8656,226.44
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,KONDAKAL,NON-DOMESTIC AND COMMERCIAL,2,4,4,5272,126
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MAHALINGAPURAM,DOMESTIC,1,2,2,381,13
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MAHALINGAPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1,273,20
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,MASANI GUDA,DOMESTIC,1,3,3,715,18.5
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,PARVEDA,DOMESTIC,1,2,2,1666,98
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SERI GUDA,DOMESTIC,1,3,3,561,11
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SHANKAR PALLY,DOMESTIC,1,1,1,285,4
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SHANKAR PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,1801,49
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SHANKERPALLY,DOMESTIC,1,14,14,5563,82
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SHANKERPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,660,50
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SINGPUR,DOMESTIC,1,6,6,1486,22
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SRD ROAD,DOMESTIC,1,11,11,3686,45.39
CYBERCITY,IBRAHIMBAGH,MOKILA,SHANKAR PALLY,SRD ROAD,NON-DOMESTIC AND COMMERCIAL,2,4,4,179,17
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,"ADITYA,PRAKASH NAGAR",DOMESTIC,1,3,3,1372,22
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,BHEL EX-COOP HSG SOC,DOMESTIC,1,56,56,18886,350
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-HV,DOMESTIC,1,12,12,9091,284
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-HV,NON-DOMESTIC AND COMMERCIAL,2,8,8,1844,143
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,GAZTEED COLONY,DOMESTIC,1,8,8,3058,78
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA,DOMESTIC,1,3,3,1475,25
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA,GENERAL PURPOSE,7,1,1,393,10
